objectid,filename,title,creator,date,source,identifier,type,format
gbby-57g297,http://archives.nd.edu/Bagby/GBBY-57g297.jpg,GBBY 57G/297: Louis Conroy - Basketball Player - 1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g297.jpg,gbby-57g297,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g298,http://archives.nd.edu/Bagby/GBBY-57g298.jpg,GBBY 57G/298: Francis (Frank) Crowe - Basketball Player - 1926-1929,University of Notre Dame Archives,1926-1929,http://archives.nd.edu/Bagby/GBBY-57g298.jpg,gbby-57g298,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g299,http://archives.nd.edu/Bagby/GBBY-57g299.jpg,GBBY 57G/299: Raymond (Bucky ) Dahman - Basketball Player - 1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g299.jpg,gbby-57g299,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g300,http://archives.nd.edu/Bagby/GBBY-57g300.jpg,GBBY 57G/300: Raymond (Bucky ) Dahman - Basketball Player - 1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g300.jpg,gbby-57g300,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g301,http://archives.nd.edu/Bagby/GBBY-57g301.jpg,GBBY 57G/301: Raymond (Bucky ) Dahman - Basketball Player - 1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g301.jpg,gbby-57g301,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g302,http://archives.nd.edu/Bagby/GBBY-57g302.jpg,GBBY 57G/302: Rex Enright - Basketball Player - 1923-1926,University of Notre Dame Archives,1923-1926,http://archives.nd.edu/Bagby/GBBY-57g302.jpg,gbby-57g302,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g303,http://archives.nd.edu/Bagby/GBBY-57g303.jpg,GBBY 57G/303: Rex Enright - Basketball Player - 1923-1926,University of Notre Dame Archives,1923-1926,http://archives.nd.edu/Bagby/GBBY-57g303.jpg,gbby-57g303,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g303a,http://archives.nd.edu/Bagby/GBBY-57g303a.jpg,GBBY 57G/303a: John Frederick - Basketball Player - 1925-1926,University of Notre Dame Archives,1925-1926,http://archives.nd.edu/Bagby/GBBY-57g303a.jpg,gbby-57g303a,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g304,http://archives.nd.edu/Bagby/GBBY-57g304.jpg,GBBY 57G/304: Gallagher - Basketball Player - 1926-1927,University of Notre Dame Archives,1926-1927,http://archives.nd.edu/Bagby/GBBY-57g304.jpg,gbby-57g304,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g305,http://archives.nd.edu/Bagby/GBBY-57g305.jpg,GBBY 57G/305: Charles Graf - Basketball Player - 1925-1926,University of Notre Dame Archives,1925-1926,http://archives.nd.edu/Bagby/GBBY-57g305.jpg,gbby-57g305,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g306,http://archives.nd.edu/Bagby/GBBY-57g306.jpg,GBBY 57G/306: Thomas Happer - Basketball Player - 1925-1926,University of Notre Dame Archives,1925-1926,http://archives.nd.edu/Bagby/GBBY-57g306.jpg,gbby-57g306,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g307,http://archives.nd.edu/Bagby/GBBY-57g307.jpg,GBBY 57G/307: Howard L. Hughes - Basketball Player - 1926-1927,University of Notre Dame Archives,1926-1927,http://archives.nd.edu/Bagby/GBBY-57g307.jpg,gbby-57g307,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g308,http://archives.nd.edu/Bagby/GBBY-57g308.jpg,GBBY 57G/308: George Keogan - Basketball Coach - c1925,University of Notre Dame Archives,1925,http://archives.nd.edu/Bagby/GBBY-57g308.jpg,gbby-57g308,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g309,http://archives.nd.edu/Bagby/GBBY-57g309.jpg,GBBY 57G/309: George Keogan - Basketball Coach - c1925,University of Notre Dame Archives,1925,http://archives.nd.edu/Bagby/GBBY-57g309.jpg,gbby-57g309,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g310,http://archives.nd.edu/Bagby/GBBY-57g310.jpg,GBBY 57G/310: George Keogan - Basketball Coach - c1925,University of Notre Dame Archives,1925,http://archives.nd.edu/Bagby/GBBY-57g310.jpg,gbby-57g310,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g311,http://archives.nd.edu/Bagby/GBBY-57g311.jpg,GBBY 57G/311: Theodore Ley - Basketball Player - 1924-1926,University of Notre Dame Archives,1924-1926,http://archives.nd.edu/Bagby/GBBY-57g311.jpg,gbby-57g311,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g312,http://archives.nd.edu/Bagby/GBBY-57g312.jpg,GBBY 57G/312: Vince McNally - Basketball Player - 1925-1926,University of Notre Dame Archives,1925-1926,http://archives.nd.edu/Bagby/GBBY-57g312.jpg,gbby-57g312,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g313,http://archives.nd.edu/Bagby/GBBY-57g313.jpg,GBBY 57G/313: Vince McNally - Basketball Player - 1925-1926,University of Notre Dame Archives,1925-1926,http://archives.nd.edu/Bagby/GBBY-57g313.jpg,gbby-57g313,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g314,http://archives.nd.edu/Bagby/GBBY-57g314.jpg,GBBY 57G/314: Chuck Mooney - Basketball Manager - 1925-1926,University of Notre Dame Archives,1925-1926,http://archives.nd.edu/Bagby/GBBY-57g314.jpg,gbby-57g314,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g315,http://archives.nd.edu/Bagby/GBBY-57g315.jpg,GBBY 57G/315: Raymond Mock - Basketball Player - 1926-1927,University of Notre Dame Archives,1926-1927,http://archives.nd.edu/Bagby/GBBY-57g315.jpg,gbby-57g315,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g316,http://archives.nd.edu/Bagby/GBBY-57g316.jpg,GBBY 57G/316: Daniel Moore - Basketball Player - 1925-1926,University of Notre Dame Archives,1925-1926,http://archives.nd.edu/Bagby/GBBY-57g316.jpg,gbby-57g316,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g317,http://archives.nd.edu/Bagby/GBBY-57g317.jpg,GBBY 57G/317: Tim Moynihan - Basketball Player - 1927-1929,University of Notre Dame Archives,1927-1929,http://archives.nd.edu/Bagby/GBBY-57g317.jpg,gbby-57g317,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g318,http://archives.nd.edu/Bagby/GBBY-57g318.jpg,GBBY 57G/318: John Nyikos - Basketball Player - 1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g318.jpg,gbby-57g318,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g319,http://archives.nd.edu/Bagby/GBBY-57g319.jpg,GBBY 57G/319: John Nyikos - Basketball Player - 1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g319.jpg,gbby-57g319,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g320,http://archives.nd.edu/Bagby/GBBY-57g320.jpg,GBBY 57G/320: John Nyikos - Basketball Player - 1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g320.jpg,gbby-57g320,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g321,http://archives.nd.edu/Bagby/GBBY-57g321.jpg,GBBY 57G/321: Michael Nyikos - Basketball Player - 1925-1926,University of Notre Dame Archives,1925-1926,http://archives.nd.edu/Bagby/GBBY-57g321.jpg,gbby-57g321,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g322,http://archives.nd.edu/Bagby/GBBY-57g322.jpg,GBBY 57G/322: Tom Purcell - Basketball Player - 1925-1926,University of Notre Dame Archives,1925-1926,http://archives.nd.edu/Bagby/GBBY-57g322.jpg,gbby-57g322,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g323,http://archives.nd.edu/Bagby/GBBY-57g323.jpg,GBBY 57G/323: John Viktoryn - Basketball Player - 1926-1928,University of Notre Dame Archives,1926-1928,http://archives.nd.edu/Bagby/GBBY-57g323.jpg,gbby-57g323,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g324,http://archives.nd.edu/Bagby/GBBY-57g324.jpg,GBBY 57G/324: John Voedisch - Basketball Player - 1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g324.jpg,gbby-57g324,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g325,http://archives.nd.edu/Bagby/GBBY-57g325.jpg,GBBY 57G/325: Andrew Sleigh - Student Manager with Basketball Players: Raymond Dahman and ? Magrain - 1926-1927,University of Notre Dame Archives,1926-1927,http://archives.nd.edu/Bagby/GBBY-57g325.jpg,gbby-57g325,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g326,http://archives.nd.edu/Bagby/GBBY-57g326.jpg,GBBY 57G/326: Andrew Sleigh - Student Manager with Basketball Players: Robert Hamilton and Tim Moynihan - 1926-1927,University of Notre Dame Archives,1926-1927,http://archives.nd.edu/Bagby/GBBY-57g326.jpg,gbby-57g326,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g327,http://archives.nd.edu/Bagby/GBBY-57g327.jpg,GBBY 57G/327: Andrew Sleigh - Student Manager with Unidentified Basketball Players - 1926-1927,University of Notre Dame Archives,1926-1927,http://archives.nd.edu/Bagby/GBBY-57g327.jpg,gbby-57g327,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g328,http://archives.nd.edu/Bagby/GBBY-57g328.jpg,GBBY 57G/328: Andrew Sleigh - Student Manager with Basketball Players: Vince McNalley (?) and Louis Conroy (?) - 1926-1927,University of Notre Dame Archives,1926-1927,http://archives.nd.edu/Bagby/GBBY-57g328.jpg,gbby-57g328,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g329,http://archives.nd.edu/Bagby/GBBY-57g329.jpg,"GBBY 57G/329: Raymond Dahman, John Nyikos, Clem Crowe - Basketball - 1925-1926",University of Notre Dame Archives,1925-1926,http://archives.nd.edu/Bagby/GBBY-57g329.jpg,gbby-57g329,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g330,http://archives.nd.edu/Bagby/GBBY-57g330.jpg,GBBY 57G/330: Unidentified Basketball Players - c1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g330.jpg,gbby-57g330,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g331,http://archives.nd.edu/Bagby/GBBY-57g331.jpg,GBBY 57G/331: Unidentified Basketball Players - c1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g331.jpg,gbby-57g331,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g332,http://archives.nd.edu/Bagby/GBBY-57g332.jpg,GBBY 57G/332: Unidentified Basketball Player - c1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g332.jpg,gbby-57g332,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g333,http://archives.nd.edu/Bagby/GBBY-57g333.jpg,GBBY 57G/333: Unidentified Basketball Player - c1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g333.jpg,gbby-57g333,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g334,http://archives.nd.edu/Bagby/GBBY-57g334.jpg,GBBY 57G/334: Unidentified Basketball Player - c1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g334.jpg,gbby-57g334,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g335,http://archives.nd.edu/Bagby/GBBY-57g335.jpg,GBBY 57G/335: Unidentified Basketball Player - c1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g335.jpg,gbby-57g335,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g336,http://archives.nd.edu/Bagby/GBBY-57g336.jpg,GBBY 57G/336: Unidentified Basketball Player - c1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g336.jpg,gbby-57g336,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g337,http://archives.nd.edu/Bagby/GBBY-57g337.jpg,GBBY 57G/337: Unidentified Basketball Player - c1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g337.jpg,gbby-57g337,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g338,http://archives.nd.edu/Bagby/GBBY-57g338.jpg,GBBY 57G/338: Unidentified Basketball Player - c1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g338.jpg,gbby-57g338,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g339,http://archives.nd.edu/Bagby/GBBY-57g339.jpg,GBBY 57G/339: Unidentified Basketball Player - c1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g339.jpg,gbby-57g339,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g340,http://archives.nd.edu/Bagby/GBBY-57g340.jpg,GBBY 57G/340: Unidentified Basketball Player - c1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g340.jpg,gbby-57g340,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g341,http://archives.nd.edu/Bagby/GBBY-57g341.jpg,GBBY 57G/341: Unidentified Basketball Player - c1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g341.jpg,gbby-57g341,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g342,http://archives.nd.edu/Bagby/GBBY-57g342.jpg,GBBY 57G/342: Unidentified Basketball Player - c1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g342.jpg,gbby-57g342,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g343,http://archives.nd.edu/Bagby/GBBY-57g343.jpg,GBBY 57G/343: Unidentified Basketball Player - c1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g343.jpg,gbby-57g343,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g344,http://archives.nd.edu/Bagby/GBBY-57g344.jpg,GBBY 57G/344: Unidentified Basketball Player - c1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g344.jpg,gbby-57g344,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g345,http://archives.nd.edu/Bagby/GBBY-57g345.jpg,GBBY 57G/345: Baseball Team Photo - 1924,University of Notre Dame Archives,1924,http://archives.nd.edu/Bagby/GBBY-57g345.jpg,gbby-57g345,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g346,http://archives.nd.edu/Bagby/GBBY-57g346.jpg,GBBY 57G/346: Baseball Team Photo with George Keogan as Coach - 1926,University of Notre Dame Archives,1926,http://archives.nd.edu/Bagby/GBBY-57g346.jpg,gbby-57g346,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g347,http://archives.nd.edu/Bagby/GBBY-57g347.jpg,"GBBY 57G/347: Baseball Team Photo (Collage, Composite) - 1926",University of Notre Dame Archives,1926,http://archives.nd.edu/Bagby/GBBY-57g347.jpg,gbby-57g347,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g348,http://archives.nd.edu/Bagby/GBBY-57g348.jpg,GBBY 57G/348: Baseball Team Photo with Warm-Up Jackets - 1926?,University of Notre Dame Archives,1926,http://archives.nd.edu/Bagby/GBBY-57g348.jpg,gbby-57g348,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g349,http://archives.nd.edu/Bagby/GBBY-57g349.jpg,GBBY 57G/349: Baseball Team Photo with Warm-Up Jackets - 1926?,University of Notre Dame Archives,1926,http://archives.nd.edu/Bagby/GBBY-57g349.jpg,gbby-57g349,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g350,http://archives.nd.edu/Bagby/GBBY-57g350.jpg,GBBY 57G/350: Interhall Baseball (Brownson Hall?) with Cap Anson (?) - Notre Dame,University of Notre Dame Archives,n.d.,http://archives.nd.edu/Bagby/GBBY-57g350.jpg,gbby-57g350,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g351,http://archives.nd.edu/Bagby/GBBY-57g351.jpg,GBBY 57G/351: Bernard Abrott: Baseball Player - 1927,University of Notre Dame Archives,1927,http://archives.nd.edu/Bagby/GBBY-57g351.jpg,gbby-57g351,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g352,http://archives.nd.edu/Bagby/GBBY-57g352.jpg,GBBY 57G/352: Bernard Abrott: Baseball Player - 1927,University of Notre Dame Archives,1927,http://archives.nd.edu/Bagby/GBBY-57g352.jpg,gbby-57g352,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g353,http://archives.nd.edu/Bagby/GBBY-57g353.jpg,GBBY 57G/353: Charles Benton: Baseball Player - 1928,University of Notre Dame Archives,1928,http://archives.nd.edu/Bagby/GBBY-57g353.jpg,gbby-57g353,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g354,http://archives.nd.edu/Bagby/GBBY-57g354.jpg,GBBY 57G/354: Elmer Besten: Baseball Player Pitching in Practice - 1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g354.jpg,gbby-57g354,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g355,http://archives.nd.edu/Bagby/GBBY-57g355.jpg,GBBY 57G/355: Elmer Besten: Baseball Player Pitching in Practice - 1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g355.jpg,gbby-57g355,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g356,http://archives.nd.edu/Bagby/GBBY-57g356.jpg,GBBY 57G/356: James Bray: Baseball Player - 1929,University of Notre Dame Archives,1929,http://archives.nd.edu/Bagby/GBBY-57g356.jpg,gbby-57g356,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g357,http://archives.nd.edu/Bagby/GBBY-57g357.jpg,GBBY 57G/357: John Colrick: Baseball Player - 1929,University of Notre Dame Archives,1929,http://archives.nd.edu/Bagby/GBBY-57g357.jpg,gbby-57g357,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g357a,http://archives.nd.edu/Bagby/GBBY-57g357a.jpg,GBBY 57G/357a: Edward Donohoe: Baseball Player - 1928,University of Notre Dame Archives,1928,http://archives.nd.edu/Bagby/GBBY-57g357a.jpg,gbby-57g357a,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g358,http://archives.nd.edu/Bagby/GBBY-57g358.jpg,GBBY 57G/358: Ed Feehery: Baseball Player - 1929,University of Notre Dame Archives,1929,http://archives.nd.edu/Bagby/GBBY-57g358.jpg,gbby-57g358,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g359,http://archives.nd.edu/Bagby/GBBY-57g359.jpg,GBBY 57G/359: Ed Feehery: Baseball Player - 1929,University of Notre Dame Archives,1929,http://archives.nd.edu/Bagby/GBBY-57g359.jpg,gbby-57g359,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g360,http://archives.nd.edu/Bagby/GBBY-57g360.jpg,GBBY 57G/360: Gerald R. Griffin: Baseball Player - 1928,University of Notre Dame Archives,1928,http://archives.nd.edu/Bagby/GBBY-57g360.jpg,gbby-57g360,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g361,http://archives.nd.edu/Bagby/GBBY-57g361.jpg,GBBY 57G/361: Gerald R. Griffin: Baseball Player - 1928,University of Notre Dame Archives,1928,http://archives.nd.edu/Bagby/GBBY-57g361.jpg,gbby-57g361,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g362,http://archives.nd.edu/Bagby/GBBY-57g362.jpg,GBBY 57G/362: Walter vs. Hart: Baseball Player - 1928-1929,University of Notre Dame Archives,1928-1929,http://archives.nd.edu/Bagby/GBBY-57g362.jpg,gbby-57g362,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g363,http://archives.nd.edu/Bagby/GBBY-57g363.jpg,GBBY 57G/363: Walter vs. Hart: Baseball Player - 1928-1929,University of Notre Dame Archives,1928-1929,http://archives.nd.edu/Bagby/GBBY-57g363.jpg,gbby-57g363,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g364,http://archives.nd.edu/Bagby/GBBY-57g364.jpg,GBBY 57G/364: Joe Jachym: Baseball Player Pitching in Practice - 1927,University of Notre Dame Archives,1927,http://archives.nd.edu/Bagby/GBBY-57g364.jpg,gbby-57g364,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g365,http://archives.nd.edu/Bagby/GBBY-57g365.jpg,"GBBY 57G/365: Kelly, ?: Baseball Player - c1927-1929",University of Notre Dame Archives,1927-1929,http://archives.nd.edu/Bagby/GBBY-57g365.jpg,gbby-57g365,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g366,http://archives.nd.edu/Bagby/GBBY-57g366.jpg,"GBBY 57G/366: Martin, ?: Baseball Player - c1927-1929",University of Notre Dame Archives,1927-1929,http://archives.nd.edu/Bagby/GBBY-57g366.jpg,gbby-57g366,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g367,http://archives.nd.edu/Bagby/GBBY-57g367.jpg,GBBY 57G/367: William A. McCleary: Baseball Player - 1929,University of Notre Dame Archives,1929,http://archives.nd.edu/Bagby/GBBY-57g367.jpg,gbby-57g367,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g368,http://archives.nd.edu/Bagby/GBBY-57g368.jpg,"GBBY 57G/368: McGee, ?: Baseball Player - 1925",University of Notre Dame Archives,1925,http://archives.nd.edu/Bagby/GBBY-57g368.jpg,gbby-57g368,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g369,http://archives.nd.edu/Bagby/GBBY-57g369.jpg,GBBY 57G/369: Tom Mills: Baseball Coach - 1928,University of Notre Dame Archives,1928,http://archives.nd.edu/Bagby/GBBY-57g369.jpg,gbby-57g369,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g370,http://archives.nd.edu/Bagby/GBBY-57g370.jpg,GBBY 57G/370: Daniel A. Moore: Baseball Player near Cartier Field Stands - 1927,University of Notre Dame Archives,1927,http://archives.nd.edu/Bagby/GBBY-57g370.jpg,gbby-57g370,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g371,http://archives.nd.edu/Bagby/GBBY-57g371.jpg,GBBY 57G/371: John T. Moran: Baseball Player - 1928,University of Notre Dame Archives,1928,http://archives.nd.edu/Bagby/GBBY-57g371.jpg,gbby-57g371,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g372,http://archives.nd.edu/Bagby/GBBY-57g372.jpg,GBBY 57G/372: John Niemiec: Baseball Player - 1928,University of Notre Dame Archives,1928,http://archives.nd.edu/Bagby/GBBY-57g372.jpg,gbby-57g372,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g373,http://archives.nd.edu/Bagby/GBBY-57g373.jpg,GBBY 57G/373: Harry O'Boyle: Baseball Player - 1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g373.jpg,gbby-57g373,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g374,http://archives.nd.edu/Bagby/GBBY-57g374.jpg,GBBY 57G/374: Dan O'Keefe: Baseball Player - 1930,University of Notre Dame Archives,1930,http://archives.nd.edu/Bagby/GBBY-57g374.jpg,gbby-57g374,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g375,http://archives.nd.edu/Bagby/GBBY-57g375.jpg,GBBY 57G/375: John (Bull) Polisky: Baseball Player - 1926-1927,University of Notre Dame Archives,1926-1927,http://archives.nd.edu/Bagby/GBBY-57g375.jpg,gbby-57g375,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g376,http://archives.nd.edu/Bagby/GBBY-57g376.jpg,GBBY 57G/376: John (Bull) Polisky: Baseball Player - 1926-1927,University of Notre Dame Archives,1926-1927,http://archives.nd.edu/Bagby/GBBY-57g376.jpg,gbby-57g376,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g377,http://archives.nd.edu/Bagby/GBBY-57g377.jpg,GBBY 57G/377: James Quinn: Baseball Player - 1925-1926,University of Notre Dame Archives,1925-1926,http://archives.nd.edu/Bagby/GBBY-57g377.jpg,gbby-57g377,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g378,http://archives.nd.edu/Bagby/GBBY-57g378.jpg,GBBY 57G/378: Oscar Rust: Baseball Player (Damaged Negative) - 1929,University of Notre Dame Archives,1929,http://archives.nd.edu/Bagby/GBBY-57g378.jpg,gbby-57g378,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g379,http://archives.nd.edu/Bagby/GBBY-57g379.jpg,GBBY 57G/379: Steve Ronay: Baseball Player - 1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g379.jpg,gbby-57g379,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g380,http://archives.nd.edu/Bagby/GBBY-57g380.jpg,GBBY 57G/380: Leo W. (Dutch) Schrall: Baseball Player - 1927,University of Notre Dame Archives,1927,http://archives.nd.edu/Bagby/GBBY-57g380.jpg,gbby-57g380,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g381,http://archives.nd.edu/Bagby/GBBY-57g381.jpg,GBBY 57G/381: James Silver: Baseball Player - 1924-1926,University of Notre Dame Archives,1924-1926,http://archives.nd.edu/Bagby/GBBY-57g381.jpg,gbby-57g381,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g382,http://archives.nd.edu/Bagby/GBBY-57g382.jpg,GBBY 57G/382: Richard F. (Red) Smith: Baseball Player - 1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g382.jpg,gbby-57g382,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g383,http://archives.nd.edu/Bagby/GBBY-57g383.jpg,GBBY 57G/383: Richard F. (Red) Smith: Baseball Player - 1925-1927,University of Notre Dame Archives,1925-1927,http://archives.nd.edu/Bagby/GBBY-57g383.jpg,gbby-57g383,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g384,http://archives.nd.edu/Bagby/GBBY-57g384.jpg,GBBY 57G/384: Joseph (Joe) Sullivan: Baseball Player - 1926-1928,University of Notre Dame Archives,1926-1928,http://archives.nd.edu/Bagby/GBBY-57g384.jpg,gbby-57g384,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g385,http://archives.nd.edu/Bagby/GBBY-57g385.jpg,GBBY 57G/385: Joseph (Joe) Sullivan: Baseball Player - 1926-1928,University of Notre Dame Archives,1926-1928,http://archives.nd.edu/Bagby/GBBY-57g385.jpg,gbby-57g385,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g386,http://archives.nd.edu/Bagby/GBBY-57g386.jpg,GBBY 57G/386: Edward J. Walsh: Baseball Player - 1926-1928,University of Notre Dame Archives,1926-1928,http://archives.nd.edu/Bagby/GBBY-57g386.jpg,gbby-57g386,Image;StillImage;Glassplatenegative,image/jpeg
gbby-57g387,http://archives.nd.edu/Bagby/GBBY-57g387.jpg,GBBY 57G/387: Edward J. Walsh: Baseball Player - 1926-1928,University of Notre Dame Archives,1926-1928,http://archives.nd.edu/Bagby/GBBY-57g387.jpg,gbby-57g387,Image;StillImage;Glassplatenegative,image/jpeg
